RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
2460,Home Fries,1534,Tonkcats,,0S,0S,1999-10-22T06:26:00Z,Make and share this Home Fries recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/60/pic6nqT8g.jpg",Potato,"Vegetable, Low Protein, Low Cholesterol, Healthy, < 15 Mins, Easy","5 -6, NA, NA",potatoes,4,1,820,1,0.3,0,63.9,186.1,23.4,8.3,21.5,1,,"Boil potatoes with jackets on until the fork goes in  fairly easily., Peel potatoes after they cool., Put small  amount of oil in skillet. Slice and fry until brown."
2461,Home Fried Potatoes,1534,Tonkcats,25M,10M,35M,1999-10-22T06:26:00Z,Make and share this Home Fried Potatoes recipe from Food.com.,,Potato,"Vegetable, Low Protein, < 60 Mins, Easy","6, 1, 1/2, 1/2, 1/3","potatoes, salt, pepper, paprika, bacon drippings",5,8,401.7,17.4,6.8,16.3,626.6,56.2,7.2,2.5,6.5,4,,"Press potatoes between paper towels; sprinkle with seasonings., Heat  drippings in heavy skillet; add potatoes., Cover and cook over low heat 5  minutes., Remove cover and fry over medium heat for about 20 minutes,  turning to brown evenly."
2468,Sweet Potato Casserole,1534,Tonkcats,35M,10M,45M,1999-10-22T06:26:00Z,Make and share this Sweet Potato Casserole recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/68/pic7xkXDZ.jpg",Potato,"Vegetable, < 60 Mins, Oven, Easy","3 -4, 2, 1, 1/2, 1/3, 1, 1, 1, 1/3, 1/2","sweet potatoes, eggs, vanilla, butter, milk, coconut, brown sugar, pecans, flour, butter",4,1,560.1,41.3,22.1,108.9,264.6,46,4.7,30.2,5.5,8,1 batch,"Preheat oven to 350F and grease a 3 quart casserole., Mix together mashed sweet potatoes, eggs, vanilla, butter, milk and coconut., Pour into greased 12-inch round casserole., For topping, mix together brown  sugar, nuts, flour and butter., Crumble over the sweet potatoes (not too thick as it's sweet., Bake for 25 to 35 minutes."
2474,Grandma's Apple Muffins,1534,Tonkcats,,0S,0S,1999-10-23T09:39:00Z,Make and share this Grandma's Apple Muffins recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/74/picIXpaza.jpg",Quick Breads,"Breads, Apple, Fruit, < 15 Mins, Oven","1 1/2, 1, 2, 2, 1, 1/2, 1, 1/2, 2, 1/2, 1/2, 1/2, 1/3, 1, 1/4","flour, sugar, baking powder, cinnamon, baking soda, clove, apple, walnuts, eggs, buttermilk, butter, flour, brown sugar, cinnamon, butter",5,8,160.4,7.9,4,33.1,136.4,20.9,0.7,12.2,2.2,,24 muffins,"Prepare Streusel Topping by mix topping ingredients in small bowl until crumbly., Set aside., In large bowl, mix flour, sugar, baking powder, cinnamon, soda and cloves., Add apple and walnuts; toss to coat., In small bowl, beat eggs with fork; beat in buttermilk and butter., Add to flour mixture; stir just until blended., Fill greased pans 2/3 full., Sprinkle with Streusel Topping., Bake in preheated 400 degrees oven until pick inserted in center comes out clean, 15 to 25 minutes for muffins, 30 to 35 minutes for 9-inch square coffee cake.
"
2479,Pumpkin Soup,1809,Dale Goodman,,0S,0S,1999-10-23T09:51:00Z,Make and share this Pumpkin Soup recipe from Food.com.,,Vegetable,"European, Low Protein, Free Of..., < 15 Mins","1, 1/2, 1, 1/3, 2 1/2, NA, 2, 2 1/2, 1/2, 2","pumpkin, potato, onion, butter, margarine, milk, leeks, parsley",5,12,324.2,21.5,13,66.4,299.9,26.4,2.1,4.9,8.6,6,,"Peel and dice pumpkin and potatoes Melt half the butter or margarine in a  saucepan and saute the onion until golden brown., Add the diced pumpkin and  potatoes and milk.Bring to a boil,reduce heat and simmer for about 40 minutes., Sieve or puree in an electric blender., Season to taste with salt and pepper., Saute the leeks in the remaining butter or margarine. Add to the soup with the  chicken stock.Bring to a boil., Reduce heat and simmer for five minutes., Before  serving,stir in cream and chopped parsley.
"
2484,Carrot Apple Casserole,1612,JANIC412,1H,15M,1H15M,1999-10-23T09:59:00Z,Make and share this Carrot Apple Casserole recipe from Food.com.,,Apple,"Fruit, Vegetable, Low Protein, Low Cholesterol, Healthy, Oven, < 4 Hours","3, 2 -3, 1/2, 1, 1, 2, 1/2","carrots, apples, brown sugar, cornstarch, cinnamon, butter",5,1,244.7,6.1,3.7,15.3,91.4,49.5,3.9,40.9,1,4,,"Cook carrots in boiling water until barely tender., Do not overcook them because they are going into the oven., Drain and mix the carrots and apples in a baking dish that has been lightly buttered., Combine sugar, cornstarch and cinnamon, sprinkle over the carrot and apple mixture. Dot with the butter., Pour the orange juice over all and bake 350: for about an hour., This dish can be expanded very easily."
2490,Cucumber Raita,1533,Dancer,,0S,0S,1999-10-23T12:17:00Z,Make and share this Cucumber Raita recipe from Food.com.,,Asian,"Indian, Low Protein, Low Cholesterol, < 15 Mins, Refrigerator","2, 1, 1, 1/2, NA, NA","cucumbers, plain yogurt, cumin, fresh ginger, paprika",3.5,3,124.2,4.5,2.7,15.9,64.2,17.2,1.6,10.8,6.4,,,"Combine cucumbers with yogurt in a bowl., Fry cumin in a dry pan for 1 minute until fragrant, then add to yogurt mixture with the ginger., Season with salt and pepper., Place in a bowl and dust with paprika., Serve chilled., Can be refrigerated up to 2 days."
2495,Chocolatetown Special Cake (Chocolate Cake,1535,Marg CaymanDesigns,35M,10M,45M,1999-10-23T12:25:00Z,Very rich because of the addition of buttermilk. I like to use Recipe #261024 for the icing. Or Recipe #95416 if I need to decorate the cake.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/95/picYqDHqV.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/95/piccKcIST.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/95/picdaXQKE.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/95/picoZLfqS.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/95/picJHVChT.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/95/picBD9bEz.jpg",Dessert,"< 60 Mins, Oven","1/2, 1/2, 2/3, 1 3/4, 1, 2, 2 1/4, 1 1/2, 1/2, 1 1/3","boiling water, shortening, sugar, vanilla, eggs, flour, baking soda, salt, buttermilk",5,3,331.1,13.2,3.6,36.3,295.9,50.4,1.8,30.7,5.1,12,,"In small bowl combine cocoa and boiling water, set aside. Heat oven to 350 degrees F., Grease and flour 2 9-inch round pans. (Don't use 8-inch pans or they will overflow!., Cream shortening, sugar, and vanilla until light and fluffy., Add eggs, beat well., Combine flour, baking soda and salt; add alternately with buttermilk to creamed mixture. Blend in cocoa mixture. Pour into prepared pans., Bake for 35-40 minutes or until they test done. Cool and frost with a icing of your choice.
"
2496,Dark Chocolate Cake,1535,Marg CaymanDesigns,50M,10M,1H,1999-10-23T12:27:00Z,"While it takes slightly longer to prepare this recipe than a box mix, the resulting moist, delicious cake makes it VERY worth the little extra time. I consider this 'perfect' chocolate cake. This cake is excellent with  both with Recipe #261024 and Recipe #208959 (the dark flavor version. (I use Recipe #95416 when I'm decorating the cake. I love how the leftovers are still moist even a day or two later. (I store my loosely covered with plastic wrap.
My father adores this cake with Recipe #261024 on it. For his birthday, Father's Day etc. I make him cupcakes with the icing on them and individually wrap them. He keeps them in his freezer for when he wants &quot;a piece of cake&quot;. He claims they are as good as when they are fresh. 
(Even though it isn't where I got the recipe from so I can't vouch for it, reviewers have said it is the recipe on the Hershey's cocoa can. I would recommend using their Special Dark Cocoa if possible.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/WnJFBuTMQEj2PNZ1hLwg_batch23-7154.jpg, https://img.sndimg.com/food/image/upload/v1/img/feed/2496/ujrrQ86xQ8esU3YsXoyo_DarkChocCake.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/qg1ylT80TMGWTf1OrBAj_IMG_1461.JPG, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/Y9iikuBR2SyunbnXkWSm_IMG_20140814_145156.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/oT3bNcoQZ2aZVXuKgELN_dark-chocolate-cake-6.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/gjzXHqhVQuyRdZIZ8K9V_image.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pichq6nK1.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/piconu8El.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/nSOtYyQ4yZsYnDW2E3Hg_batch23-7145.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/4GQHGc2Q6dbH0adUbkg4_batch23-7151.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/01485044787.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/01465170653.jpeg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/9H3YiJ7RBWxXNueKC1lc-Had_honestly_not_considered_before_how_goddamn_cut, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picXNH7PH.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picHuDIgI.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picvQXFAX.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picPekKCD.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picSyrZTD.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/01488773526.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/01477365530.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/BssrrsjsRkWhbm76idhT_dark-chocolate-cake-1.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/9kMVfKsQ3qRkaoFFlnIQ-photo.JPG, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picZP4b9H.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picaRt4jZ.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picrGMJIb.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picIa7Z0X.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picGkI1rg.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pictVFvE9.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picpk6Z5j.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picv2dj90.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic1k7uCL.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pichukxtB.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picAX0Vxr.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picHdulbs.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pick8xxyS.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picFxm9vw.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picgJyrZu.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picIXWno1.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picvvuXCI.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picJ3yoSR.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picaXqxCA.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picU4ecyU.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picwG2xrF.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/piczPd7ld.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic2gUVqv.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/piczXmYEu.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picunRKld.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picDkzBvh.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picQ2waTm.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picbbHhpv.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picjfp9QJ.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/01494801992.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/QU35KLipTfe8guLG3izp_dark-chocolate-cake-4.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/mBjNspmsSzefXqpkmW0l-image.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic9BPCle.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/piceQAv9N.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picdXLOsb.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picsq8eYp.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/piczUOkSo.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picfwbc1H.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/piccsd2Id.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picP03doY.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picHF5HBk.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picgtb7kV.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picJuWKCK.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/piccJeu3T.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picLZwGqK.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picXlyV5K.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picqENJ3R.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic5csuV4.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picQd8t87.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic12QOxi.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic4HgWJV.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picUoFLRA.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picA1gHM0.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic3aAN9d.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picUUjGLn.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picVkRUJ2.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic4mzQ4z.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picmJXqDX.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picTi0rtb.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picrvNqHd.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic8NaTa2.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picoaSi3b.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picUUn3XY.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picsABa14.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picD2zLvE.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picwWtIqE.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pictUY988.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic1UOPdq.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picyvGm1B.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picrV9qlt.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picoOplZS.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picQ9Hzqo.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picUXJHvs.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picQ55GtO.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/piczI0oMH.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picMca6BG.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picvJMjvc.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picNWkvTE.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic2Vc5xA.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picsgrtDW.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picWVMjmU.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picN4eviN.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic0x3Pa1.jpg, 
https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/pic8usdxF.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picQS4zL5.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picqtzCEQ.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/96/picOj9PJc.jpg)",Dessert,"< 60 Mins, For Large Groups, Oven","2, 1 3/4, 3/4, 1 1/2, 1 1/2, 1, 2, 1, 1/2, 2, 3/4 - 1","sugar, flour, baking powder, baking soda, salt, eggs, milk, vanilla extract, boiling water",5,542,189.1,6.9,1.4,20.3,252.4,30.9,1.4,20.1,2.8,,,"Heat oven to 350°F., Grease and flour two 9 inch round baking pans or one 13x9 inch pan., In large mixer bowl, stir together dry ingredients., Add eggs, milk, oil, and vanilla; beat on medium speed for 2 minutes., Stir in boiling water by hand (batter will be thin. NOTE: I have tried it with 1/2 cup, 2/3 cup and 3/4 cup boiling water and we prefer it with less than 1 cup water. I usually use between 2/3 & 3/4 cups. The cake is still very moist but it doesn't seem to \fall\ as much as it cools. This might have to do with our high humidity or brand of flour or other factors so I don't know if it will work for everyone., 
Pour into prepared pan., Bake 30 to 35 minutes for round 9-inch pans, 35 to 40 minutes for rectangular pan or until wooden pick inserted in center comes out clean. (Do not use 8-inch pans or the batter will overflow.., Because they have a tendency to overflow if you fill them more than 2/3 full, I usually get about 27-28 cupcakes per batch. Bake for approximately 18-20 minutes., Cool 10 minutes; remove from pan to wire racks., Please note: baking cocoa isn't hot chocolate drink mix! Baking cocoa contains no sugar and it is found on the baking aisle. Chocolate drink mixes that you add to milk or water to drink WILL NOT work in this recipe.
"
2498,Pumpkin Pie Crunch,1535,Marg CaymanDesigns,50M,15M,1H5M,1999-10-23T12:27:00Z,"Several reviewers complain about the recipe being too sweet and/or too buttery as originally written. I've included the amounts I use, which I think are 'just right'. Also, since I usually don't have pumpkin pie spice in the house, I use 1 1/2 tsp. cinnamon, 1/2 tsp. nutmeg, 1/4 tsp. cloves and 1/2 tsp. ginger instead. (Tip: Using 2/3 of the cake mix instead of half makes it easy to make 8 cupcakes with the remaining box since the mix calls for 3 eggs.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/98/picpMkKzO.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/98/9duErgkUT4W85iffjTmH_image.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/98/picXSnusZ.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/98/pic5f7LLG.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/98/picpcOmlz.jpg
",Pie,"Dessert, Thanksgiving, For Large Groups, Oven, < 4 Hours","1, 1, 1, 3, 1 1/4, 4, 1/2, 1, 1, NA","solid pack pumpkin, evaporated milk, eggs, sugar, pumpkin pie spice, salt, pecans, butter",5,75,318.5,18.2,7.7,57.8,336.3,36.7,1,24.1,4.1,20,,"Preheat oven to 350°F., Grease bottom of 13x9x2-inch pan., Combine pumpkin,  evaporated milk, eggs, sugar, pumpkin pie spice and salt in large bowl., Pour into pan., Sprinkle dry cake mix evenly over pumpkin mixture. Top with  pecans., Drizzle with melted butter., Bake at 350°F for 50 to 55 minutes or until golden. (Check it early., Cool completely. Serve with whipped topping. Refrigerate leftovers."
2501,Chocolate Pumpkin Spice Cake,1535,Marg CaymanDesigns,,0S,0S,1999-10-23T12:27:00Z,"Chocolate Pumpkin Spice Cake  This very moist, smooth cake combines the typ  ical flavor of pumpkin pie with  the sensual charms of chocolate.",,Dessert,"< 15 Mins, Oven","1/2, 2, 1, 1, 4, 2, 1, 1/4, 2, 1, 1/4, 1/4, 3/4, 2 2/3, 1 1/2, 1, NA","unsalted butter, sugar, pumpkin puree, vanilla extract, eggs, baking powder, baking soda, salt, cinnamon, ginger, clove, nutmeg, flour, pecans, walnut pieces, golden raisin, confectioners' sugar",4,4,6583.2,335.5,139.3,1334,2917.6,868.2,57.2,503.8,99.1,1,,"Preheat the oven to 350 degrees F., Grease and flour a 10-inch bundt pan  or tube pan., In a large heavy saucepan over medium heat, melt the butter., Remove from heat and mix in the sugar, pumpkin puree, vanilla, and eggs., Add the baking powder and baking soda in pinches, breaking up any lumps  with your fingers., Stir in thoroughly., Stir in the salt, cinnamon,  ginger, cloves, nutmeg, and cocoa., Stir in the flour, just until blended,  then the nuts and raisins., Pour and scrape the batter into the pan., 
Smooth the top., Bake for 45 minutes., Cool in the pan on a rack for 10  minutes., Remove from the pan and cool on the rack for about 15 minutes  more. When cool, dust top with confectioners' sugar, if desired."
